DATAEMISSAO;CODIGOCLIENTE;DESCRICAOCLIENTE;CODIGOGRUPOPRODUTO;DESCRICAOGRUPOPRODUTO;CODIGOPRODUTO;NOMEPRODUTO;TIPOFATURAMENTO;DESCRICAOTIPOFATURAMENTO;VOLUME;VALORLIQUIDO;MES
2025-12-01;10004002;COMERCIAL MUNDO DAS BEBIDAS;90013018;Destilados Premium;10002994;Vodka Destilada Premium 1L;1;VENDA;1516;13310.48;Dezembro
2025-12-01;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013094;Bebidas Energéticas Premium;10020283;Energético Red Blue Summer Edition 250ml;1;VENDA;241;4644.07;Dezembro
2025-12-01;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;1110;22155.600000000002;Dezembro
2025-12-01;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;1334;13940.3;Dezembro
2025-12-01;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013094;Bebidas Energéticas Premium;10020283;Energético Red Blue Summer Edition 250ml;1;VENDA;1512;9540.72;Dezembro
2025-12-01;10004209;DISTRIBUIDORA VIDA DE BEBIDA;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;3;BONIFICAÇÃO;23;95.68;Dezembro
2025-12-01;10004211;DISTRIBUIDORA TUDO EM BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;1384;27596.960000000003;Dezembro
2025-12-01;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013153;Refrigerantes Sabor Cola;10001866;Refri Cola Original 2L;1;VENDA;1765;27639.9;Dezembro
2025-12-01;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;1794;11553.36;Dezembro
2025-12-01;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;1;VENDA;1015;15600.55;Dezembro
2025-12-01;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013041;Cervejas Artesanais Lupuladas;10008019;Cerveja IPA Imperial Lúpulo 473ml;1;VENDA;654;11719.68;Dezembro
2025-12-01;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013060;Bebidas Prontas para Consumo (RTD);10003696;Gin Tônica Limão 269ml;1;VENDA;512;4049.92;Dezembro
2025-12-01;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013060;Bebidas Prontas para Consumo (RTD);10003700;Vodka e Citrus Lata 269ml;1;VENDA;1845;31088.250000000004;Dezembro
2025-12-01;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;1265;10524.800000000001;Dezembro
2025-12-01;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003696;Gin Tônica Limão 269ml;1;VENDA;419;8300.39;Dezembro
2025-12-01;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;1334;10952.140000000001;Dezembro
2025-12-01;10000449;ATACADO BRINDE & CIA;90013071;Destilados Clássicos;10015725;Cachaça Envelhecida Clássica 600ml;1;VENDA;1703;16570.190000000002;Dezembro
2025-12-01;10000449;ATACADO BRINDE & CIA;91503402;Bebidas Energéticas Funcionais;10022949;Energético Focus Max 1L (Garrafa);1;VENDA;1414;12103.84;Dezembro
2025-12-01;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;3;BONIFICAÇÃO;44;102.96;Dezembro
2025-12-01;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013071;Destilados Clássicos;10015725;Cachaça Envelhecida Clássica 600ml;1;VENDA;160;1204.8;Dezembro
2025-12-01;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015856;Drink Misto Lemonade 269ml;1;VENDA;1944;23483.52;Dezembro
2025-12-01;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015859;Drink Misto Green Apple 269ml;1;VENDA;1133;15805.349999999999;Dezembro
2025-12-01;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;1;VENDA;460;6633.2;Dezembro
2025-12-01;10001683;ATACADISTA BRINDE AMIGO;90013032;Vinhos Tintos Importados;10024278;Vinho Tinto Merlot Chileno 750ml;1;VENDA;161;2126.81;Dezembro
2025-12-01;10001683;ATACADISTA BRINDE AMIGO;90013154;Refrigerantes Tradicionais;10023011;Refrigerante Guaraná Retornável 1L;1;VENDA;1009;18363.8;Dezembro
2025-12-01;10001683;ATACADISTA BRINDE AMIGO;90013212;Equipamentos para Produção de Bebidas;30002384;Barril Inox para Fermentação 50L;1;VENDA;795;9953.4;Dezembro
2025-12-01;10001683;ATACADISTA BRINDE AMIGO;91503409;Bebidas Prontas Geladas;10021535;Hard Seltzer Amora 310ml;1;VENDA;14;251.29999999999998;Dezembro
2025-12-01;10004001;LOGÍSTICA GARRAFAS & LOG;90013006;Bebidas Funcionais Vitaminadas;10022283;Isotônico Tangerina Vitaminado 500ml;1;VENDA;1670;29876.3;Dezembro
2025-12-01;10004002;COMERCIAL MUNDO DAS BEBIDAS;90013006;Bebidas Funcionais Vitaminadas;10022282;Isotônico Uva Vitaminado 500ml;1;VENDA;337;3926.05;Dezembro
2025-12-01;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013014;Sucos Naturais Premium;10008338;Suco de Laranja Integral 1L;1;VENDA;1142;21972.079999999998;Dezembro
2025-12-01;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013060;Bebidas Prontas para Consumo (RTD);10003700;Vodka e Citrus Lata 269ml;2;DEVOLUÇÃO DE VENDA;-117;-1579.5;Dezembro
2025-12-01;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;91503409;Bebidas Prontas Geladas;10021537;Hard Seltzer Abacaxi 310ml;1;VENDA;197;3510.54;Dezembro
2025-12-01;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015859;Drink Misto Green Apple 269ml;1;VENDA;358;2745.86;Dezembro
2025-12-01;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015849;Drink Misto Blueberry 330ml;1;VENDA;1674;11098.619999999999;Dezembro
2025-12-01;10004006;SUPRIMENTOS GARRAFAS & COPO;90013082;Cervejas Regionais;10021924;Cerveja Pilsen Regional do Sul 600ml;1;VENDA;1140;8379.0;Dezembro
2025-12-01;10004007;LOGÍSTICA GUARDA BEBIDAS;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;1407;21358.26;Dezembro
2025-12-01;10004007;LOGÍSTICA GUARDA BEBIDAS;90013079;Refrigerantes Sabor Frutas;10007787;Refrigerante de Laranja 2L;1;VENDA;255;5051.549999999999;Dezembro
2025-12-01;10004201;SUPRIMENTOS PREMIUM BEVERAGES;90013014;Sucos Naturais Premium;10008336;Suco de Laranja Integral 300ml;1;VENDA;372;5483.28;Dezembro
2025-12-01;10004201;SUPRIMENTOS PREMIUM BEVERAGES;91503404;Bebidas Gasosas Saborizadas;10022639;Soda Limonada Diet 350ml;1;VENDA;642;7216.08;Dezembro
2025-12-01;10004202;CENTRAL CONFORT BEBIDAS;90013023;Destilados Especiais;10013359;Rum Carta Blanca Especial 1L;1;VENDA;580;7806.8;Dezembro
2025-12-01;10004206;LOGÍSTICA NACIONAL DE BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;3;BONIFICAÇÃO;24;45.36;Dezembro
2025-12-01;10004210;CENTRAL LOGÍSTICA DAS BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022639;Soda Limonada Diet 350ml;1;VENDA;400;7204.000000000001;Dezembro
2025-12-01;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013068;Cervejas Especiais de Trigo;10003720;Cerveja Weiss Trigo Dunkel 500ml;3;BONIFICAÇÃO;21;91.35;Dezembro
2025-12-01;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013153;Refrigerantes Sabor Cola;10001864;Refri Cola Original 250ml;1;VENDA;1561;15219.75;Dezembro
2025-12-01;10004215;CENTRAL DE SUPRIMENTOS DE BEBIDAS;90013059;Bebidas Ice e Cooler;10016993;Cooler de Vinho Rosé 750ml;1;VENDA;140;1513.4;Dezembro
2025-12-01;10004220;ATACADO COPO GELADO;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;1533;28145.879999999997;Dezembro
2025-12-01;10004220;ATACADO COPO GELADO;90013172;Bebidas Mistas Alcoólicas;10015858;Drink Misto Strawberry 269ml;1;VENDA;583;10289.949999999999;Dezembro
2025-12-01;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;3;BONIFICAÇÃO;15;54.900000000000006;Dezembro
2025-12-01;10004223;LOGÍSTICA BEBIDAS DO SUL;90013005;Destilados Envelhecidos;10013358;Whisky Single Malt 12 Anos 750ml;1;VENDA;1100;13475.0;Dezembro
2025-12-01;10004225;DISTRIBUIDORA BRINDE ATIVO;90013153;Refrigerantes Sabor Cola;10001865;Refri Cola Original 600ml;1;VENDA;1532;25875.48;Dezembro
2025-12-01;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015848;Drink Misto Blueberry 269ml;1;VENDA;1132;22481.52;Dezembro
2025-12-01;10004228;SUPRIMENTOS BRINDE UNIDO;90013014;Sucos Naturais Premium;10008337;Suco de Laranja Integral 500ml;2;DEVOLUÇÃO DE VENDA;-48;-533.76;Dezembro
2025-12-01;10004228;SUPRIMENTOS BRINDE UNIDO;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;402;6307.38;Dezembro
2025-12-01;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10005769;Pack 4 Unidades Gin Tônica 269ml;1;VENDA;790;5372.0;Dezembro
2025-12-01;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013014;Sucos Naturais Premium;10008337;Suco de Laranja Integral 500ml;1;VENDA;38;566.2;Dezembro
2025-12-01;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013153;Refrigerantes Sabor Cola;10001864;Refri Cola Original 250ml;1;VENDA;1415;21663.65;Dezembro
2025-12-01;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;310;4860.8;Dezembro
2025-12-01;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;90013032;Vinhos Tintos Importados;10024278;Vinho Tinto Merlot Chileno 750ml;1;VENDA;1014;10393.5;Dezembro
2025-12-01;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;1981;32726.12;Dezembro
2025-12-01;10004238;LOGÍSTICA BEBIDAS DO BRASIL;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;1547;9189.18;Dezembro
2025-12-01;10005002;DISTRIBUIDORA ATLETA BEBIDAS;90013094;Bebidas Energéticas Premium;10020280;Energético Red Blue Original 250ml;1;VENDA;107;2058.68;Dezembro
2025-12-01;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013041;Cervejas Artesanais Lupuladas;10026840;Cerveja Session IPA Light 355ml;3;BONIFICAÇÃO;10;23.799999999999997;Dezembro
2025-12-01;10001683;ATACADISTA BRINDE AMIGO;90013094;Bebidas Energéticas Premium;10020280;Energético Red Blue Original 250ml;1;VENDA;255;3105.9;Dezembro
2025-12-01;10001683;ATACADISTA BRINDE AMIGO;91503409;Bebidas Prontas Geladas;10021539;Hard Seltzer Guaraná 310ml;1;VENDA;1895;10517.25;Dezembro
2025-12-01;10004001;LOGÍSTICA GARRAFAS & LOG;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;1117;12253.490000000002;Dezembro
2025-12-01;10004001;LOGÍSTICA GARRAFAS & LOG;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;1060;16483.0;Dezembro
2025-12-01;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;935;18213.8;Dezembro
2025-12-01;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;1247;15462.800000000001;Dezembro
2025-12-01;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10005771;Pack 6 Unidades Gin Tônica 269ml;1;VENDA;773;9152.32;Dezembro
2025-12-01;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013094;Bebidas Energéticas Premium;10020282;Energético Red Blue Tropical Edition 250ml;1;VENDA;1339;18558.54;Dezembro
2025-12-01;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015857;Drink Misto Peach 269ml;1;VENDA;1745;34551.0;Dezembro
2025-12-01;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022965;Energético Focus Max Zero 473ml;1;VENDA;298;4574.3;Dezembro
2025-12-01;10004006;SUPRIMENTOS GARRAFAS & COPO;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;1150;22425.0;Dezembro
2025-12-01;10004007;LOGÍSTICA GUARDA BEBIDAS;91503409;Bebidas Prontas Geladas;10021537;Hard Seltzer Abacaxi 310ml;1;VENDA;1266;20762.399999999998;Dezembro
2025-12-01;10004011;DISTRIBUIDORA BEM-ESTAR BEBIDAS;91503409;Bebidas Prontas Geladas;10021535;Hard Seltzer Amora 310ml;1;VENDA;796;5150.12;Dezembro
2025-12-01;10004201;SUPRIMENTOS PREMIUM BEVERAGES;90013082;Cervejas Regionais;10021923;Cerveja Pilsen Regional do Norte 600ml;1;VENDA;1345;17875.05;Dezembro
2025-12-01;10004201;SUPRIMENTOS PREMIUM BEVERAGES;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;1;VENDA;16;263.52;Dezembro
2025-12-01;10004201;SUPRIMENTOS PREMIUM BEVERAGES;91503409;Bebidas Prontas Geladas;10021534;Hard Seltzer Limão 310ml;2;DEVOLUÇÃO DE VENDA;-31;-294.19;Dezembro
2025-12-01;10004201;SUPRIMENTOS PREMIUM BEVERAGES;91503409;Bebidas Prontas Geladas;10021537;Hard Seltzer Abacaxi 310ml;1;VENDA;47;486.91999999999996;Dezembro
2025-12-01;10004202;CENTRAL CONFORT BEBIDAS;90013094;Bebidas Energéticas Premium;10020283;Energético Red Blue Summer Edition 250ml;1;VENDA;439;4565.6;Dezembro
2025-12-01;10004202;CENTRAL CONFORT BEBIDAS;90013213;Categoria de Bebidas Diversas;90013437;Água Tônica Industrial para Mistura 20L;1;VENDA;579;4099.32;Dezembro
2025-12-01;10004209;DISTRIBUIDORA VIDA DE BEBIDA;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;907;10693.529999999999;Dezembro
2025-12-01;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;1375;20955.0;Dezembro
2025-12-01;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;1561;29190.699999999997;Dezembro
2025-12-01;10004219;SUPRIMENTOS MASTER BEBIDAS;90013023;Destilados Especiais;10013359;Rum Carta Blanca Especial 1L;1;VENDA;1025;9440.25;Dezembro
2025-12-01;10004220;ATACADO COPO GELADO;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;3;BONIFICAÇÃO;10;22.5;Dezembro
2025-12-01;10004220;ATACADO COPO GELADO;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;610;8759.6;Dezembro
2025-12-01;10004220;ATACADO COPO GELADO;90013082;Cervejas Regionais;10021924;Cerveja Pilsen Regional do Sul 600ml;1;VENDA;1474;22021.559999999998;Dezembro
2025-12-01;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013014;Sucos Naturais Premium;10008337;Suco de Laranja Integral 500ml;1;VENDA;1351;24453.100000000002;Dezembro
2025-12-01;10004223;LOGÍSTICA BEBIDAS DO SUL;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;70;1206.8;Dezembro
2025-12-01;10004223;LOGÍSTICA BEBIDAS DO SUL;90013094;Bebidas Energéticas Premium;10020281;Energético Red Blue Sugar Free 250ml;1;VENDA;1900;10070.0;Dezembro
2025-12-01;10004225;DISTRIBUIDORA BRINDE ATIVO;91503402;Bebidas Energéticas Funcionais;10022965;Energético Focus Max Zero 473ml;1;VENDA;52;976.04;Dezembro
2025-12-01;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;90013041;Cervejas Artesanais Lupuladas;10008019;Cerveja IPA Imperial Lúpulo 473ml;1;VENDA;1910;38047.200000000004;Dezembro
2025-12-01;10004228;SUPRIMENTOS BRINDE UNIDO;90013082;Cervejas Regionais;10021924;Cerveja Pilsen Regional do Sul 600ml;1;VENDA;718;11818.28;Dezembro
2025-12-01;10004228;SUPRIMENTOS BRINDE UNIDO;90013172;Bebidas Mistas Alcoólicas;10015858;Drink Misto Strawberry 269ml;1;VENDA;1195;10157.5;Dezembro
2025-12-01;10004232;COMERCIAL ALPHA BEBIDAS;90013094;Bebidas Energéticas Premium;10020283;Energético Red Blue Summer Edition 250ml;1;VENDA;1490;26685.9;Dezembro
2025-12-01;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022965;Energético Focus Max Zero 473ml;1;VENDA;547;4458.05;Dezembro
2025-12-01;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013082;Cervejas Regionais;10021924;Cerveja Pilsen Regional do Sul 600ml;1;VENDA;50;631.0;Dezembro
2025-12-01;10004238;LOGÍSTICA BEBIDAS DO BRASIL;90013068;Cervejas Especiais de Trigo;10003719;Cerveja Weiss Trigo Tradicional 500ml;1;VENDA;1868;37266.6;Dezembro
2025-12-01;10004238;LOGÍSTICA BEBIDAS DO BRASIL;91503409;Bebidas Prontas Geladas;10021535;Hard Seltzer Amora 310ml;1;VENDA;332;5129.4;Dezembro
2025-12-01;10000449;ATACADO BRINDE & CIA;90013005;Destilados Envelhecidos;10013358;Whisky Single Malt 12 Anos 750ml;1;VENDA;1723;13060.34;Dezembro
2025-12-01;10000449;ATACADO BRINDE & CIA;90013153;Refrigerantes Sabor Cola;10001864;Refri Cola Original 250ml;1;VENDA;1923;35056.29;Dezembro
2025-12-01;10000449;ATACADO BRINDE & CIA;91503402;Bebidas Energéticas Funcionais;10022949;Energético Focus Max 1L (Garrafa);1;VENDA;887;10670.609999999999;Dezembro
2025-12-01;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;91503409;Bebidas Prontas Geladas;10021537;Hard Seltzer Abacaxi 310ml;1;VENDA;1282;18563.36;Dezembro
2025-12-01;10004001;LOGÍSTICA GARRAFAS & LOG;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;386;7337.860000000001;Dezembro
2025-12-01;10004002;COMERCIAL MUNDO DAS BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);1;VENDA;1280;22374.4;Dezembro
2025-12-01;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;3;BONIFICAÇÃO;44;128.04000000000002;Dezembro
2025-12-01;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;1086;18483.72;Dezembro
2025-12-01;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013079;Refrigerantes Sabor Frutas;10007786;Refrigerante de Laranja 600ml;1;VENDA;885;14602.5;Dezembro
2025-12-01;10004006;SUPRIMENTOS GARRAFAS & COPO;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;1719;16519.59;Dezembro
2025-12-01;10004007;LOGÍSTICA GUARDA BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015859;Drink Misto Green Apple 269ml;1;VENDA;1728;13564.8;Dezembro
2025-12-01;10004007;LOGÍSTICA GUARDA BEBIDAS;91503409;Bebidas Prontas Geladas;10021535;Hard Seltzer Amora 310ml;1;VENDA;1294;24831.86;Dezembro
2025-12-01;10004201;SUPRIMENTOS PREMIUM BEVERAGES;90013060;Bebidas Prontas para Consumo (RTD);10003700;Vodka e Citrus Lata 269ml;1;VENDA;1003;14874.49;Dezembro
2025-12-01;10004202;CENTRAL CONFORT BEBIDAS;90013014;Sucos Naturais Premium;10008336;Suco de Laranja Integral 300ml;1;VENDA;1768;14037.92;Dezembro
2025-12-01;10004202;CENTRAL CONFORT BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003696;Gin Tônica Limão 269ml;1;VENDA;1598;15740.3;Dezembro
2025-12-01;10004202;CENTRAL CONFORT BEBIDAS;90013094;Bebidas Energéticas Premium;10020282;Energético Red Blue Tropical Edition 250ml;1;VENDA;835;10796.55;Dezembro
2025-12-01;10004202;CENTRAL CONFORT BEBIDAS;90013213;Categoria de Bebidas Diversas;90013437;Água Tônica Industrial para Mistura 20L;1;VENDA;193;1005.53;Dezembro
2025-12-01;10004203;ATACADISTA BRINDE FINO;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;799;4562.29;Dezembro
2025-12-01;10004203;ATACADISTA BRINDE FINO;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;1858;10423.380000000001;Dezembro
2025-12-01;10004203;ATACADISTA BRINDE FINO;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;1;VENDA;978;16792.260000000002;Dezembro
2025-12-01;10004204;LOGÍSTICA VALE DAS BEBIDAS;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;1;VENDA;1448;28655.92;Dezembro
2025-12-01;10004206;LOGÍSTICA NACIONAL DE BEBIDAS;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;54;606.4200000000001;Dezembro
2025-12-01;10004206;LOGÍSTICA NACIONAL DE BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;1217;12583.78;Dezembro
2025-12-01;10004209;DISTRIBUIDORA VIDA DE BEBIDA;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;1;VENDA;705;9263.7;Dezembro
2025-12-01;10004209;DISTRIBUIDORA VIDA DE BEBIDA;90013094;Bebidas Energéticas Premium;10020280;Energético Red Blue Original 250ml;1;VENDA;527;10503.11;Dezembro
2025-12-01;10004209;DISTRIBUIDORA VIDA DE BEBIDA;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);1;VENDA;1186;9665.9;Dezembro
2025-12-01;10004211;DISTRIBUIDORA TUDO EM BEBIDAS;90013094;Bebidas Energéticas Premium;10020281;Energético Red Blue Sugar Free 250ml;1;VENDA;912;7423.68;Dezembro
2025-12-01;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013041;Cervejas Artesanais Lupuladas;10026840;Cerveja Session IPA Light 355ml;1;VENDA;1152;21795.840000000004;Dezembro
2025-12-01;10004216;DISTRIBUIDORA VIVA BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015848;Drink Misto Blueberry 269ml;1;VENDA;1955;32863.549999999996;Dezembro
2025-12-01;10004216;DISTRIBUIDORA VIVA BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;748;14496.24;Dezembro
2025-12-01;10004219;SUPRIMENTOS MASTER BEBIDAS;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;678;5464.68;Dezembro
2025-12-01;10004219;SUPRIMENTOS MASTER BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;1;VENDA;24;197.52;Dezembro
2025-12-01;10004220;ATACADO COPO GELADO;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;918;12962.16;Dezembro
2025-12-01;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013041;Cervejas Artesanais Lupuladas;10026840;Cerveja Session IPA Light 355ml;1;VENDA;69;1255.8;Dezembro
2025-12-01;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;1;VENDA;349;2167.29;Dezembro
2025-12-01;10004223;LOGÍSTICA BEBIDAS DO SUL;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;1651;21644.61;Dezembro
2025-12-01;10004225;DISTRIBUIDORA BRINDE ATIVO;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;1279;24454.48;Dezembro
2025-12-01;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;1476;8221.32;Dezembro
2025-12-01;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;1934;20713.140000000003;Dezembro
2025-12-01;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;90013094;Bebidas Energéticas Premium;10020281;Energético Red Blue Sugar Free 250ml;1;VENDA;1676;14162.199999999999;Dezembro
2025-12-01;10004228;SUPRIMENTOS BRINDE UNIDO;90013006;Bebidas Funcionais Vitaminadas;10022283;Isotônico Tangerina Vitaminado 500ml;1;VENDA;532;8868.44;Dezembro
2025-12-01;10004228;SUPRIMENTOS BRINDE UNIDO;90013079;Refrigerantes Sabor Frutas;10007785;Refrigerante de Guaraná 2L;1;VENDA;1111;20564.61;Dezembro
2025-12-01;10004228;SUPRIMENTOS BRINDE UNIDO;90013082;Cervejas Regionais;10021924;Cerveja Pilsen Regional do Sul 600ml;1;VENDA;948;5811.24;Dezembro
